Nhận xét đánh giá,Cảm xúc
không ý kiến,bình thường
em muốn cô dạy chúng em nhiều hơn nữa cô dạy bọn em rất hiểu bài,bình thường
Tốt,bình thường
Không có nhận xét,bình thường
thời gian học cần được kéo dài thêm,bình thường
ổn,bình thường
Tốt,bình thường
không ý kiến,bình thường
Tốt,bình thường
Tồt,bình thường
thầy giản dạy hay và dễ hiểu,bình thường
giảng viên nhiệt tinh,bình thường
Cô dạy dễ hiểu nhiệt tình Môn học có cô dạy quá tuyệt vời,bình thường
tốt,bình thường
Cô rất nhiệt tình và dạy dễ hiểu,bình thường
không có đề xuất gì,bình thường
Giảng viên giảng dạy tốt,bình thường
môn này hơi khó,bình thường
tốt,bình thường
Thầy dạy dễ hiểu,bình thường
Cô dạy rất nhiệt tình và dễ hiểu,bình thường
không,bình thường
không ý kiến ,bình thường
Giảng viên dạy tốt,bình thường
tốt,bình thường
Cô day nhiêt tinh va rât dê hiêu,bình thường
Thầy dạy hay và rất năng nổ,bình thường
Rất tốt  ,bình thường
giáo viên dạy tốt,bình thường
Thầy dạy tốtdễ hiểu,bình thường
hay,bình thường
Không,bình thường
tốt,bình thường
Tốt,bình thường
không có ý kiến,bình thường
Tuyệt,bình thường
good,bình thường
Cô dạy kỹ,bình thường
Thầy vui tính tạo hứng thú cho sinh viên luôn có bài tập để sinh viên cải thiện kiến thức,bình thường
K có nhận xét,bình thường
ghét,bình thường
Tồi,bình thường
Không có nhận xét,bình thường
good,bình thường
tốt,bình thường
tốt,bình thường
môn học khá hack não nhưng hay,bình thường
tốt,bình thường
Cô dễ thương nhiệt tình,bình thường
không có nhận xét,bình thường
Rất tốt,bình thường
mong cô giảng dễ hiểu và chậm hơn ,bình thường
Tốt,bình thường
tốt,bình thường
 em k có ý kiến gì ,bình thường
Cô rất dễ thương hy vọng sẽ gặp lại được cô,bình thường
Ok,bình thường
không,bình thường
Tốt,bình thường
không có ý kiến,bình thường
Cô dạy dễ hiểu và tận tâm,bình thường
Vẫn là một môn rất khó học ,bình thường
thầy dạy dễ hiểu ,bình thường
cô dạy rất dễ hiểu nhiệt tình ,bình thường
Binh thương,bình thường
không có đề xuất,bình thường
tốt không có đề xuất,bình thường
dễ hiểu,bình thường
không y kiến,bình thường
tận tình giảng dạy,bình thường
Không có,bình thường
Cô giảng dạy nhiệt tình,bình thường
tốt,bình thường
cô dạy rất tốt dễ hiểu cực ti mỉ,bình thường
không có nhận xét,bình thường
Không có,bình thường
hài lòng,bình thường
like,bình thường
Không ý kiến,bình thường
Giáo viên nhiệt tình dạy hay có tâm huyết,bình thường
Tôt,bình thường
môn học rất hay,bình thường
Thầy dạy tốt,bình thường
tốt,bình thường
Giáo viên dạy thực hành tính điểm khó hiểu,bình thường
0,bình thường
trình bày chính xác các kiến thức cơ bản,bình thường
không có nhận xét ,bình thường
dạy sôi nổinhiệt tình,bình thường
Không có ý kiến,bình thường
tốt,bình thường
Không có đề xuất,bình thường
Tốt,bình thường
Thầy dậy dễ hiểu,bình thường
Được,bình thường
Nhiet tinh trong thuc hanh,bình thường
giao viên nhiêt tinh,bình thường
tốt,bình thường
thầy dạy tốt  nhưng do thầy nói giọng miền trung nên riêng em có thể nghe giảng không rõ cho lắm ,bình thường
Tôt,bình thường
giảng viên có chuyên môn và nhiệt tình,bình thường
ok,bình thường
Giảng viên rất nhiệt tình với sinh viên không có đề xuất gì với môn học này,bình thường
cô dạy được,bình thường
giảng dạy tốt,bình thường
không ý kiến,bình thường
ok,bình thường
tốt,bình thường
giáo viên tốt lắm ạ,bình thường
hài lòng,bình thường
rất hài lòng,bình thường
giáo viên nhiệt tình,bình thường
Cuc ki nhiệt tình,bình thường
Tốt,bình thường
Giao viên day rât nhiêt tinh va thân thiên,bình thường
rất hai long,bình thường
Môn học rất hay cô giáo giảng bài dễ hiểu,bình thường
Chỉ dẫn nhiệt tình,bình thường
Không có gì,bình thường
Cô dạy được,bình thường
Giảng viên dạy vui vẻ nhiệt tình với sinh viên,bình thường
Rất hài lòng,bình thường
Không co nhân xet,bình thường
good,bình thường
tốt,bình thường
Chưa có nhiều kinh nghiệm kiến thức như sv  cô điệu quá,bình thường
Cô dạy rất nhiệt tình và rất vui tính,bình thường
dễ hiểu,bình thường
dạy tốt,bình thường
K có,bình thường
không có,bình thường
tốt,bình thường
cô dạy hay dễ hiểu,bình thường
giảng viên dạy tương đối,bình thường
Môn học rất cần thiết cho các bạn học ngành Công Nghệ Thông Tin Nếu được nhà trường cung cấp thêm những ứng dụng bản quyền cho Sinh Viên có thể học tập tốt hơn thay vì phải suốt ngày đi mò Crack để sử dụng,bình thường
em không có ý kiến gì,bình thường
Cô dạy dễ hiểu vui tính gần gũi với sinh viênCông bằng trong việc đi học và điểm số,bình thường
toi không co ý kiến gi them,bình thường
không,bình thường
tốt,bình thường
không,bình thường
Không có nhận xét,bình thường
Không có,bình thường
không co nhan xet,bình thường
cô vân anh rât cool dê tinh dê thương day noi năn nhe nhang dê hiêu nhiêt tinh vui tinh vv noi chung rât ok,bình thường
Cô dạy hay rất thích,bình thường
tôt,bình thường
Tất cả đều tốt,bình thường
Cô dạy dễ tiếp thu và tận tình chỉ sinh viên  nhất là lúc thực hành,bình thường
không co nhan xet,bình thường
cô dạy chưa hay lắm,bình thường
không có nhận xét,bình thường
Giảng viên nhiệt tình giảng bài hay,bình thường
Cô day nhiêt tinh,bình thường
không có nhận xét,bình thường
GV dạy tốt,bình thường
Không có ý kiến,bình thường
tốt,bình thường
không có ý kiến,bình thường
Thầy dạy rất kỉ có kiến thức sâu rộng và dể hiểu,bình thường
Không co y kiên gi thêm,bình thường
giảng bài rất hay,bình thường
Giảng viên dạy tốt,bình thường
không ý kiến,bình thường
Tốt,bình thường
tốt,bình thường
khá hài lòng với cách giảng dạy của giàng viên,bình thường
Dạy tốt giúp sinh viên mau tiếp thu,bình thường
cảm thấy cô dạy khá là tù chả có gì hứng thú đối với mình nói riêng và tất cả bạn mình nói chung mình góp ý cô nên thay đổi cách giảng dạy và hòa đồng với sinh viên hơn,bình thường
Tốt,bình thường
Thầy dạy khó hiểu,bình thường
cach giang dạy rất tốt giup SV nam kien thuc nhanh,bình thường
Giáo viên dạy tốt nhiệt tình,bình thường
thay đổi lại máy tính trường để phù hợp với việc học,bình thường
cô rất nhiệt tình với sinh viên,bình thường
Cô rất nhiệt tình và hướng dẫn rất chi tiết cụ thể,bình thường
co de thuong,bình thường
ok,bình thường
cô dạy nhiệt tình dạy đễ hiểu ,bình thường
Cô luôn nhất trong mọi việc cô dạy quá được rất thương sinh viên hiểu tâm lý sinh viên,bình thường
môn hoc tao cho sv hoc đươc sâu hơn vê SQL,bình thường
Cô dạy rất tốt,bình thường
e,bình thường
cô rất tốt với sinh viên nhiệt tình  dạy dễ hiểu ,bình thường
Co dạy nhiệt tình rất vui D,bình thường
 cô dạy nhiệt tình và hướng dẫn tình,bình thường
Được,bình thường
Cô dạy rất tốt,bình thường
tôt,bình thường
Hai Long,bình thường
Thầy có kiến thức sâu rộng nhưng đối với học sinh không nên khắt khe quá,bình thường
Không,bình thường
không co ý kiến ve mon hoc nay,bình thường
hoc android  khi lam đê tai lai cho sinh viên lam đê tai khác  như vây se phai tim hiêu nhiêu hơn trong khi hoc  thang sinh viên con phai lam đô an cac môn khác nưa  không hai long trong viêc phân chia,bình thường
Giảng viên có kiến thức sâu rộng và nhiệt tình trong giảng dạy,bình thường
Tốt,bình thường
Nhiệt tình chu đáo giỏi chuyên môn,bình thường
cô giảng dạy nhiệt tình tận tình với sinh viên,bình thường
chất lượng truyền đạt kiến thức tốt,bình thường
không,bình thường
Thầy dậy hay,bình thường
Thầy dạy nhiệt tình tài liệu phong phú ,bình thường
tốt,bình thường
Tốt,bình thường
Thây vui ve tân tinh va thân thiên vơi sinh viên,bình thường
Cô dễ thương  và rất yêu sinh viên ,bình thường
hay,bình thường
Tốt,bình thường
thầy dạy rất hiểu,bình thường
Tốt,bình thường
Tốt ,bình thường
Dạy tốt,bình thường
e không có ý kiến,bình thường
tốt,bình thường
giang viên day tôt,bình thường
tốt,bình thường
bình thường,bình thường
Thực hành với kiểm tra cuối kỳ khác nhau nên khó học bài ,bình thường
Giảng viên dạy nhiệt tình,bình thường
Thầy dạy mông lung lên lớp thầy chỉ dạy và đọc như trong sáchCách dạy của thầy mơ hồ khó hiểu,bình thường
nothing,bình thường
Không,bình thường
tốt nhưng không thể thực hành tất cả các bài,bình thường
Không có đề xuất,bình thường
không có ý kiến,bình thường
Đề nghị có nhiều ví dụ hơn cho bài giảng,bình thường
giảng viên không nhiệt tình,bình thường
tốt,bình thường
Tốt,bình thường
không ý kiến,bình thường
không co ý kiến,bình thường
rất hai long,bình thường
rất tệ cho điểm trong kiểm tra không công bằng,bình thường
Thầy dạy có tâm,bình thường
tốt,bình thường
Tốt,bình thường
Thầy rất nhiệt tình và thương sinh viên,bình thường
Giảng viên dạy tốt,bình thường
Không,bình thường
giáo viên tốt giảng dạy hay,bình thường
Không có ý kiến,bình thường
không,bình thường
Không,bình thường
được,bình thường
 ,bình thường
Không có ý kiến,bình thường
Cần đổi giảng viên,bình thường
Buon vi lam bai thi không dc,bình thường
Thầy giảng bài nói quá nhỏ không nhiệt tình tính cách khó chịu,bình thường
không có nhận xét,bình thường
cô dạy tốt,bình thường
GV dạy tạm được,bình thường
tốt,bình thường
Giảng viên dạy tốt dễ hiểu,bình thường
thầy dạy dể hiểu ôn rất kỉ,bình thường
không co,bình thường
Thầy dạy hay,bình thường
giảng viên phát âm khó nghe chỉ tập trung vào các học sinh có học lực khá nhưng k quan tâm đến sinh viên TBYếu,bình thường
